assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
93313234,22691465,Ptilinopus rarotongensis,8.1.2,Named species,2.3.2,Competition,,Acridotheres tristis,,Minority (<50%),No decline,,Ongoing,
93313234,22691465,Ptilinopus rarotongensis,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Future,
93313817,22691480,Ptilinopus coralensis,5.2.2,Unintentional effects (species is not the target),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93313817,22691480,Ptilinopus coralensis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93313817,22691480,Ptilinopus coralensis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Minority (<50%),Rapid Declines,,Ongoing,
93313817,22691480,Ptilinopus coralensis,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93313817,22691480,Ptilinopus coralensis,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93313817,22691480,Ptilinopus coralensis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93314114,22691485,Ptilinopus chalcurus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Majority (50-90%),Negligible declines,,Ongoing,
93314114,22691485,Ptilinopus chalcurus,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),Rapid Declines,,Future,
93314114,22691485,Ptilinopus chalcurus,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Likely to Return",
93314114,22691485,Ptilinopus chalcurus,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93314114,22691485,Ptilinopus chalcurus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Majority (50-90%),Negligible declines,,Ongoing,
93314387,22691490,Ptilinopus insularis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Rapid Declines,,Future,
93314387,22691490,Ptilinopus insularis,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",Unspecified plants,Future,
93314387,22691490,Ptilinopus insularis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),Rapid Declines,,Future,
93314387,22691490,Ptilinopus insularis,8.1.2,Named species,2.1,Species mortality,,Plasmodium relictum,,Whole (>90%),Rapid Declines,,Future,
93314387,22691490,Ptilinopus insularis,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93314387,22691490,Ptilinopus insularis,8.5.2,Named species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,,Future,Avipoxvirus
93315322,22691524,Ptilinopus eugeniae,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93315725,22691539,Ptilinopus granulifrons,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93315725,22691539,Ptilinopus granulifrons,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93315725,22691539,Ptilinopus granulifrons,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
93315725,22691539,Ptilinopus granulifrons,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93315725,22691539,Ptilinopus granulifrons,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
93315725,22691539,Ptilinopus granulifrons,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
93315725,22691539,Ptilinopus granulifrons,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93316693,22691568,Ptilinopus arcanus,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
93316693,22691568,Ptilinopus arcanus,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93316693,22691568,Ptilinopus arcanus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93316693,22691568,Ptilinopus arcanus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93316693,22691568,Ptilinopus arcanus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93317322,22691581,Chrysoena viridis,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93317322,22691581,Chrysoena viridis,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93317322,22691581,Chrysoena viridis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93317322,22691581,Chrysoena viridis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93317580,22691585,Drepanoptila holosericea,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Majority (50-90%),Negligible declines,,Ongoing,
93317580,22691585,Drepanoptila holosericea,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Future,
93317580,22691585,Drepanoptila holosericea,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Negligible declines,,Ongoing,
93317580,22691585,Drepanoptila holosericea,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Negligible declines,,Ongoing,
93318553,22691611,Ducula poliocephala,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93318553,22691611,Ducula poliocephala,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93318553,22691611,Ducula poliocephala,2.1.3,Agro-industry farming,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93318964,22691622,Ducula mindorensis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93318964,22691622,Ducula mindorensis,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93318964,22691622,Ducula mindorensis,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93318964,22691622,Ducula mindorensis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93318964,22691622,Ducula mindorensis,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93320201,22691663,Ducula oceanica,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93320201,22691663,Ducula oceanica,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
93320826,22691674,Ducula galeata,8.1.2,Named species,1.2,Ecosystem degradation,,Sus domesticus,,Majority (50-90%),Negligible declines,,Ongoing,
93320826,22691674,Ducula galeata,8.1.2,Named species,1.2,Ecosystem degradation,,Capra hircus,,Majority (50-90%),Negligible declines,,Ongoing,
93320826,22691674,Ducula galeata,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
93320826,22691674,Ducula galeata,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Felis catus,,Majority (50-90%),Negligible declines,,Ongoing,
93320826,22691674,Ducula galeata,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Majority (50-90%),Negligible declines,,Ongoing,
93320826,22691674,Ducula galeata,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Majority (50-90%),Negligible declines,,Ongoing,
93320826,22691674,Ducula galeata,8.1.2,Named species,1.2,Ecosystem degradation,,Bos taurus,,Majority (50-90%),Negligible declines,,Ongoing,
93320826,22691674,Ducula galeata,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93321156,22691680,Ducula rubricera,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93321156,22691680,Ducula rubricera,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Minority (<50%),Rapid Declines,,Ongoing,
93321156,22691680,Ducula rubricera,5.1.3,Persecution/control,2.1|2.2,Species mortality|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
93321568,22691699,Ducula whartoni,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Majority (50-90%),Negligible declines,,Ongoing,
93321568,22691699,Ducula whartoni,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,"Past, Likely to Return",
93321568,22691699,Ducula whartoni,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Negligible declines,,Ongoing,
93321568,22691699,Ducula whartoni,8.1.2,Named species,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,Anoplolepis gracilipes,,Minority (<50%),Unknown,,Ongoing,
93321568,22691699,Ducula whartoni,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93321568,22691699,Ducula whartoni,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Majority (50-90%),Negligible declines,,Ongoing,
93322157,22691710,Ducula pickeringii,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93322157,22691710,Ducula pickeringii,8.1.2,Named species,2.1,Species mortality,,Canis familiaris,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93322157,22691710,Ducula pickeringii,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93322157,22691710,Ducula pickeringii,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93322157,22691710,Ducula pickeringii,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93323233,22691744,Ducula brenchleyi,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93323233,22691744,Ducula brenchleyi,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
93323233,22691744,Ducula brenchleyi,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93323539,22691749,Ducula bakeri,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93323539,22691749,Ducula bakeri,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
93323539,22691749,Ducula bakeri,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93323539,22691749,Ducula bakeri,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93323539,22691749,Ducula bakeri,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
93323858,22691754,Ducula goliath,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Negligible declines,,Ongoing,
93323858,22691754,Ducula goliath,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
93325548,22691828,Ducula subflavescens,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Minority (<50%),Rapid Declines,,Ongoing,
93325548,22691828,Ducula subflavescens,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93326799,22691874,Goura victoria,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93326799,22691874,Goura victoria,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93326799,22691874,Goura victoria,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93327715,22691905,Neotis denhami,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93327715,22691905,Neotis denhami,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Future,
93327715,22691905,Neotis denhami,9.3.3,Herbicides and pesticides,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93327715,22691905,Neotis denhami,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93327715,22691905,Neotis denhami,4.2,Utility & service lines,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93327715,22691905,Neotis denhami,11.2,Droughts,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Future,
93328585,22691914,Neotis nuba,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93328585,22691914,Neotis nuba,6.1,Recreational activities,2.2,Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
93328585,22691914,Neotis nuba,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93328585,22691914,Neotis nuba,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
93328585,22691914,Neotis nuba,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93328585,22691914,Neotis nuba,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
93328585,22691914,Neotis nuba,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93329549,22691928,Ardeotis kori,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
93329549,22691928,Ardeotis kori,4.2,Utility & service lines,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93329549,22691928,Ardeotis kori,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93331501,22691975,Afrotis afra,2.1.3,Agro-industry farming,1.1|2.2,Ecosystem conversion|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
93331501,22691975,Afrotis afra,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
93331501,22691975,Afrotis afra,8.2.2,Named species,2.3.7,Reduced reproductive success,,Corvus albus,,Minority (<50%),Negligible declines,,Ongoing,
93331501,22691975,Afrotis afra,6.3,Work & other activities,2.2,Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93332115,22691991,Heterotetrax humilis,6.2,"War, civil unrest & military exercises",1.2|2.2,Ecosystem degradation|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93332115,22691991,Heterotetrax humilis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93332115,22691991,Heterotetrax humilis,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93332115,22691991,Heterotetrax humilis,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93332115,22691991,Heterotetrax humilis,11.2,Droughts,1.2,Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Likely to Return",
93332115,22691991,Heterotetrax humilis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,6.2,"War, civil unrest & military exercises",1.3,Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
93334339,22692039,Balearica pavonina,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,7.2.4,Abstraction of surface water (unknown use),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,9.3.3,Herbicides and pesticides,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
93334339,22692039,Balearica pavonina,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,5.1.3,Persecution/control,2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
93334339,22692039,Balearica pavonina,11.2,Droughts,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
93334339,22692039,Balearica pavonina,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334339,22692039,Balearica pavonina,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,7.2.7,Abstraction of ground water (agricultural use),1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,7.2.9,Small dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,6.1,Recreational activities,2.2,Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
93334893,22692046,Balearica regulorum,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,3.2,Mining & quarrying,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,9.3.3,Herbicides and pesticides,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Negligible declines,,Ongoing,
93334893,22692046,Balearica regulorum,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,5.1.3,Persecution/control,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,4.2,Utility & service lines,2.1,Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
93334893,22692046,Balearica regulorum,7.1.1,Increase in fire frequency/intensity,1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,2.1.4,Scale Unknown/Unrecorded,1.1,Ecosystem conversion,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.2,Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93334893,22692046,Balearica regulorum,5.1.2,Unintentional effects (species is not the target),2.2,Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,5.1.1,Intentional use (species is the target),2.1|2.2|2.3.7,Species mortality|Species disturbance|Reduced reproductive success,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Future,
93335364,22692064,Antigone antigone,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,8.2.1,Unspecified species,2.3.7,Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,5.1.3,Persecution/control,2.1|2.2|2.3.7,Species mortality|Species disturbance|Reduced reproductive success,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
93335364,22692064,Antigone antigone,6.3,Work & other activities,2.2|2.3.7,Species disturbance|Reduced reproductive success,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,9.3.3,Herbicides and pesticides,2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,4.2,Utility & service lines,2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,8.1.2,Named species,2.3.7,Reduced reproductive success,,Canis familiaris,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93335364,22692064,Antigone antigone,6.1,Recreational activities,2.2,Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
93337861,22692151,Grus monacha,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Negligible declines,,Ongoing,
93337861,22692151,Grus monacha,7.2.10,Large dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Very Rapid Declines,,Future,
93337861,22692151,Grus monacha,2.1.3,Agro-industry farming,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93337861,22692151,Grus monacha,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93337861,22692151,Grus monacha,1.1,Housing & urban areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93337861,22692151,Grus monacha,1.2,Commercial & industrial areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Minority (<50%),Rapid Declines,,Ongoing,
93337861,22692151,Grus monacha,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93337861,22692151,Grus monacha,8.5.2,Named species,2.1,Species mortality,,,,Majority (50-90%),Very Rapid Declines,,Future,Avian Influenza Virus (H5N1 subtype)
93337861,22692151,Grus monacha,6.3,Work & other activities,2.1|2.2|2.3.7,Species mortality|Species disturbance|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93339099,22692167,Grus japonensis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93339099,22692167,Grus japonensis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Unknown,Unknown,,Unknown,
93339099,22692167,Grus japonensis,6.3,Work & other activities,2.2,Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
93339099,22692167,Grus japonensis,9.2.3,Type Unknown/Unrecorded,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Future,
93339099,22692167,Grus japonensis,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
93339099,22692167,Grus japonensis,7.3,Other ecosystem modifications,2.3.7,Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
93339099,22692167,Grus japonensis,5.1.3,Persecution/control,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
